"","tweets","sentiment","date","at_dummy"
"1593","Most productive &amp; amazing day + napping and lounging  All due to the super power Spiritual Marketing Telesummit http://bit.ly/FgRGj #SMT09",4,"Sat Jun 06 17:27:23 PDT 2009",0
"1594","Craving for salmon sashimi so bad ",0,"Sun May 10 03:46:13 PDT 2009",0
"1595","cant wait till new moon comes out really need to finish eclipse ",4,"Tue Jun 02 01:02:28 PDT 2009",0
"1596","house-tv.org ready to use. But what to do with it? ",4,"Tue Apr 07 04:44:13 PDT 2009",0
"1597","hannah montana is #14 in the movie charts on the top 20 list ",4,"Fri May 29 13:24:04 PDT 2009",0
"1598","@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ",4,"Sat May 30 05:17:50 PDT 2009",1
"1599","@Simply_Laura change is good!  I really want to change my pic but every time I try twitter won't let me post it.  ",0,"Mon Jun 15 08:46:22 PDT 2009",1
"1600","Finally going to bed.... Greatest graduation EVER!...thanks everyone ",4,"Sat Jun 06 03:22:37 PDT 2009",0
"1601","Nice and sunny this morning but blowing a gale from hell, no flying, even if I did have my wing  Going to Glasgow.http://twitpic.com/7sdz3",0,"Fri Jun 19 02:47:31 PDT 2009",0
"1602","Missing him an uncontrollable amount... ",0,"Thu Jun 18 00:57:46 PDT 2009",0
"1603","@Mandyjdunn its season 4. Forget episode but lane is on a stage. @jonray the sookie stackhouse books  easy and fun!",4,"Fri Apr 17 21:57:41 PDT 2009",1
"1604","#3wordsaftersex Astaghfirullah Al Adzim!!   ",4,"Tue May 26 23:13:41 PDT 2009",0
"1605","@leemacdonald Ahh I bet a few women fancied you too ",4,"Mon May 18 06:38:52 PDT 2009",1
"1606","@corinh say chocolate it worked for me  or cupcakes",4,"Mon May 18 02:03:22 PDT 2009",1
"1607","wishes she was going to Disney World with her sisters and their kiddos ",0,"Thu Jun 25 06:41:46 PDT 2009",0
"1608","my heart is thumping from going up and down the stairs at a run... also from excitement ",4,"Fri May 29 19:38:40 PDT 2009",0
"1609","@mzkalila thanks!!!really appreciate that. My skin is acting up... ",0,"Sun May 31 14:54:31 PDT 2009",1
"1610","goonight @nalts, from me too ",4,"Sun May 03 17:49:34 PDT 2009",1
"1611","going to a Lightroom class for the day.  hope you all are having a very happy monday!  ",4,"Mon Apr 20 05:34:01 PDT 2009",0
"1612","Nets down ",0,"Fri Jun 19 01:14:25 PDT 2009",0
"1613","@bloggernott I am due in three weeks  normally I would jump at chance to work on new project with new ppl... But pretty covered up now.",4,"Sat May 02 10:37:59 PDT 2009",1
"1614","Exams Galore the next 2 weeks! ",0,"Sat May 30 08:40:56 PDT 2009",0
"1615","@flome thx, yeah this makes sense  but finally i know how i can save everything with allmenu ...",4,"Tue Jun 16 05:56:23 PDT 2009",1
"1616","@DubOhSeven lmao. i'm watching that now! i got so used to no tv at school its weird to be able to watch tv...all.damn.day...i dnt like it ",0,"Wed Jun 17 21:47:40 PDT 2009",1
"1617","has a new pair of shoes so is happy ",4,"Fri May 22 07:15:50 PDT 2009",0
"1618","All beautified... Now i have to clean ",0,"Sat May 30 13:08:19 PDT 2009",0
"1619","My neck hurts worse than yesterday. I can't turn it either way. Gaaaah. ",0,"Thu May 14 04:37:27 PDT 2009",0
"1620","@SamuelWR hahahahahah cool.. so we can freeze together on opposite side of the globe! have a good day, i need sleep lol ",4,"Sat Jun 06 04:54:54 PDT 2009",1
"1621","Wow...just finished cod 4, epic ending it made me tear up a little I luv u cpt price!!! ",0,"Fri Jun 05 22:17:17 PDT 2009",0
"1622","@HelenWayte It probably would've been half if I had more. Still craving chocolate but I ate it all.   ... I'm gonna be very fat one day.",0,"Mon Jun 01 11:10:34 PDT 2009",1
"1623","Work till 5.....lord it's early  ! ! !",0,"Wed Jun 17 03:55:56 PDT 2009",0
"1624","@thunderror SC2 will be released before D3  Hopefully!",4,"Mon May 04 01:32:05 PDT 2009",1
"1625","Everyone Mothersday is next Sunday, don't forget your moms  get some flowers from proflowers.com",4,"Sun May 03 04:38:15 PDT 2009",0
"1626","*sniff* #ER was so sad! why do tv shows always kill off the cool, hot characters??? it sucks ",0,"Sat Jun 06 12:55:52 PDT 2009",0
"1627","@lenaartis what's wrong today? ",0,"Sat Jun 06 15:10:06 PDT 2009",1
"1628","stealth shopping - got wife b-day present while at mall together and she didn't notice - buy, hide it in car, back before she missed me ",4,"Sat May 09 18:55:58 PDT 2009",0
"1629","was really happy now she's not ",0,"Fri Jun 19 13:51:55 PDT 2009",0
"1630","@jerseymoongirl - your welcome ",4,"Fri Jun 05 12:02:05 PDT 2009",1
"1631","@kymhuynh  ohh.. I wish i Could see it.. ",0,"Fri Jun 19 05:49:32 PDT 2009",1
"1632","The Boy In the Flannel Pajamas #nicerfilmtitles  haha ",0,"Wed Jun 17 19:38:13 PDT 2009",0
"1633","I'm about to go lay down...breakfast made my tummy hurt... ",0,"Thu Jun 18 06:46:40 PDT 2009",0
"1634","@Coop25 prob not a bad idea to carry one if you still have allergies! Grown men will also succumb to a closed throat &amp; no air! ",4,"Sat Jun 06 12:54:30 PDT 2009",1
"1635","@emmycate and i want to get married  soooo much",0,"Fri Jun 05 19:39:20 PDT 2009",1
"1636","@danwaspe I love it!  It's nice that even one person thinks me famous when the reality is more like infamous! U R MUCH more famed than I.",4,"Mon Apr 20 01:33:00 PDT 2009",1
"1637","Don't play games with people who have been playing them for like the past 6 years  MeaNmean.Mean",4,"Mon Jun 15 20:28:53 PDT 2009",0
"1638","I'm looking forward to Girls' Night Out later! ",4,"Tue Jun 02 04:51:46 PDT 2009",0
"1639","@larryblamire Mr. Blamire thanks for the mention, it's an honor.   Your Steam Wars illustrations are awesome!!!",4,"Fri May 29 12:57:49 PDT 2009",1
"1640","watching the tennis - Sam Stosur is not playing too well today. ",0,"Thu Jun 25 05:42:12 PDT 2009",0
"1641","@sophiacadiz Aw, Badjao! I miss our &quot;Taas-Palda Gang&quot; days and &quot;eyeliner&quot; days.  Missing youuuu.",0,"Mon Jun 01 02:39:00 PDT 2009",1
"1642","Ok so now i can't sleep i went to bed at like 2 and now it's 6 great ",0,"Thu Jun 25 03:31:45 PDT 2009",0
"1643","@cakiiebakiie It would be. That's one of the reasons I want one. I find the touch screen awesome.  Doubt it'll ever happen though ",4,"Mon May 18 05:47:38 PDT 2009",1
"1644","@inspiredmess Nope got off at noon!  lol",4,"Mon Jun 01 10:30:31 PDT 2009",1
"1645","AND ARENT I SEXY ",0,"Tue Apr 21 01:42:58 PDT 2009",0
"1646","@juderivera sometimes people can not deal with change because they are scared to do it their selfs. so the they say dumb stuff,eff them &amp; ",4,"Tue Jun 16 06:46:42 PDT 2009",1
"1647","@tommcfly hey Carrie do you know, you have 3 step-sisters  me , @keren4562 and @noamcfly XD ask your mom about that LOL Xx",4,"Sat May 30 03:53:42 PDT 2009",1
"1648","@jimmyjazzsl thanks lol ",4,"Fri May 01 23:51:10 PDT 2009",1
"1649","listening to josh groban in imeem, nice  plaling &quot;With you&quot; now",4,"Mon May 18 03:52:18 PDT 2009",0
"1650","@GoodTimesAreGon yeah I was just going to change my password and it says my old one is wrong   someonechangedit, im afraid 2 log out ",0,"Fri Jun 05 13:49:49 PDT 2009",1
"1651","sunday: went to yoga class.. painted n redecorated the bedroom, Very cute room!  Now... in bed ready to sleep!",4,"Sun Jun 14 22:37:56 PDT 2009",0
"1652","seriously need to go to bed with a tight stomach ",0,"Mon Jun 01 08:28:52 PDT 2009",0
"1653","Yes! Just got the highest score on the Wii Fit. My sister will not be pleased. ",4,"Tue Apr 07 06:44:22 PDT 2009",0
"1654","Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56% ",0,"Fri May 29 14:07:14 PDT 2009",0
"1655","off to spend time with the &quot;circus&quot; I mean my family.   get 7 kids aged 14 months to 6 and it gets alittle crazy!",4,"Tue Apr 07 07:20:10 PDT 2009",0
"1656","@DJGMONEY aiight G, I see u gettin up there in numbers ",4,"Thu May 28 22:43:04 PDT 2009",1
"1657","Damn, i feel so blah &amp; yuck, idk y but w.e i jus gotta get over it i guess smh ",0,"Mon Jun 01 20:38:06 PDT 2009",0
"1658","going for anothe bike ride bbl ",4,"Sat May 30 19:16:39 PDT 2009",0
"1659","Oh, man, I've just received something totally awesome. Can't wait to show you all! Thank you @theplasticage ",4,"Sat Jun 06 03:19:49 PDT 2009",1
"1660","Getting ready for work ",0,"Sat May 02 02:46:18 PDT 2009",0
"1661","@Caseyelan Kids rocks.  My wife is taking our daughters out back right now to enjoy the weather.  ",4,"Sun May 03 07:04:41 PDT 2009",1
"1662","@Lauratheexpat Apple cinnamon #muffin for me ",4,"Mon May 18 02:15:06 PDT 2009",1
"1663","@priachiongbian hey pri!  imy.",4,"Sun May 17 04:21:37 PDT 2009",1
"1664","@Mike_Adam Hey hooch!  Welcome to the Twitterverse ",4,"Mon Apr 20 00:28:05 PDT 2009",1
"1665","Australia (2008) 7/10 http://is.gd/LqhC Story isn't very original, but worth watching it for 3 hours if you're a romantic person ",4,"Mon Jun 01 04:45:29 PDT 2009",0
"1666","just woke up. it's time to prepare for my diploma ",0,"Sun Jun 07 01:47:40 PDT 2009",0
"1667","@_Queenie_ Haha They were a little strange esp Andy Partridge. Haha You've started me off now, just fancy diggin some of their stuff out. ",4,"Sun Jun 07 14:47:29 PDT 2009",1
"1668","@yeahNatalie just cause youre a hooker ",4,"Mon Jun 01 14:55:00 PDT 2009",1
"1669","@DannieLovesYou is a Monster and people run away from her! worse come back ever I will get you back! @MileyCyrus omg dont believe her!  oi",0,"Mon Jun 15 20:14:09 PDT 2009",1
"1670","@Larissa_Ione That happened to me too! I was so sad    Must Have Star Trek Glasses!",0,"Mon May 18 05:34:06 PDT 2009",1
"1671","@MsJ_Daye I Really Miss You........for real? ",0,"Tue Jun 02 21:31:47 PDT 2009",1
"1672","oh!!! poor robert. and sarahs telling kitty and everythings going bad!!!!! ",0,"Mon Jun 15 04:37:45 PDT 2009",0
"1673","At my cousin's house. Sh'es leave on Sunday to Florida. Going to miss her. ",0,"Fri Jun 19 20:32:22 PDT 2009",0
"1674","@timlovejoy Bagpuss on the show, are you trying to kill me? I HATE him, I properly have a fear! ",0,"Sun May 10 02:41:31 PDT 2009",1
"1675","nick likes talking in third person. Nick is gonna be an anteater ",4,"Mon May 18 07:34:34 PDT 2009",0
"1676","going to bed and waking up tomorrow to write papers for class ",0,"Fri Apr 17 21:05:51 PDT 2009",0
"1677","@Jessicaveronica SYDNEY  come back to do a tour sometime soon?? xx",4,"Fri Jun 05 23:54:57 PDT 2009",1
"1678","@grouchygreg What dominos scandal?? I must've missed something ",0,"Sat May 02 12:56:22 PDT 2009",1
"1679","xam tomorrow.... pray for me brother..  ",4,"Sun Jun 07 10:40:14 PDT 2009",0
"1680","@melaniehallcc sounds like your a little cranky, maybe it would be in your best interest to go to bed early ",4,"Tue Jun 02 20:53:57 PDT 2009",1
"1681","Yea yea yea, my fault, u still a groupie tho lol ",4,"Sun Jun 07 14:51:23 PDT 2009",0
"1682","Off to beach down sarf with gourmet picnic. No B though as still ill ",0,"Mon May 04 01:56:36 PDT 2009",0
"1683","My pool basically died today lol i think Its going to survive     Blake The Bitch is coming over and So is Bridget and possibly Mara? Idk",4,"Fri Jun 05 15:01:28 PDT 2009",0
"1684","watching a close dodger game right now.  And pretty sure xbox live is down  lame-o.  guess that means Ill be watching weeds s4",0,"Tue Jun 16 22:34:36 PDT 2009",0
"1685","Wishes you were here ",0,"Sat May 30 19:27:50 PDT 2009",0
"1686","Hang on. Does anyone use fax machines any more??? ",0,"Tue Apr 07 01:49:50 PDT 2009",0
"1687","@radarxcrave haha not to me, (: watching tokiohoteltv makes you relize how bad you want to meet them  &lt;3",0,"Sat Jun 20 02:33:05 PDT 2009",1
"1688"," I can't play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!",0,"Tue Jun 16 14:59:45 PDT 2009",0
"1689","i have poison ivy on my face; my left eye is partially swollen shut because of it. ",0,"Thu May 14 04:51:33 PDT 2009",0
"1690","just got back from Final Fling. It was good but I have to be on campus for 10am tomorrow and it's already getting light again ",0,"Thu Jun 18 18:37:38 PDT 2009",0
"1691","@KellyOlexa We save soooooo much $ w/ our gardens ",4,"Sun May 03 20:11:29 PDT 2009",1
"1692","The lady that did my nails hurt me so bad!  now i feel like tom from tom and jerry when his fingers get smashed with a hammer!",0,"Tue Jun 16 15:54:15 PDT 2009",0
"1693","Chilling indoors with my lady watching part 1 of the Die Hard quadrilogy dvds ",4,"Sat May 30 01:39:20 PDT 2009",0
"1694","it was a good day at work today. ",4,"Mon Jun 01 18:16:22 PDT 2009",0
"1695","My dogs have been barking more than usual lately. It makes me nervous at night. ",0,"Wed May 13 23:14:39 PDT 2009",0
"1696","no matter what i do for this chem regents i am never gonna feel prepared  ughh school sucksss just a few more daysss..y is it takin 4ever?",0,"Tue Jun 16 18:04:12 PDT 2009",0
"1697","My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser. ",0,"Fri May 29 16:36:15 PDT 2009",0
"1698","@lynnali2 I promise.no speeding.lol  I do see some of the more mature ladies, speeding, and pushing folks out or the way, with a scooter ",0,"Tue Jun 16 03:33:18 PDT 2009",1
"1699","I hate all of this exam revision... why don't they just give everyone As and be done with it!?! ",4,"Thu May 14 02:06:40 PDT 2009",0
"1700","I'm laying in bed cuddling my giant stuffed frog but i cant sleep because im paranoid, afraid of the dark, really sick, &amp; i miss Donny. ",0,"Fri May 22 02:56:17 PDT 2009",0
"1701","@jasonbradbury got to admmit the caravan you had was more gadget than the other one good show btw ",4,"Mon Jun 01 12:59:38 PDT 2009",1
"1702","gorgeous day  BBQ for tea and song writing sesh....good times ",4,"Mon Apr 20 01:03:31 PDT 2009",0
"1703","Puzzled by people's mood swings... it makes me somewhat sad that I can't pinpoint  how  they feel ",0,"Fri May 29 16:17:35 PDT 2009",0
"1704","@missyplease I know  ever since I turned twitter updates off on my phone, we have.",0,"Wed Jun 17 17:04:01 PDT 2009",1
"1705","last summer for Camp Congaree  http://bit.ly/azLxz",0,"Mon Jun 15 09:25:15 PDT 2009",0
"1706","i can't find sarah ",0,"Tue Jun 02 18:19:57 PDT 2009",0
"1707","ima pamper myself today  and guys i know i havnt made a vid in a while, but v.soon i shall! and omfg - the weather last night was FREAKY!!",4,"Tue Jun 16 05:26:13 PDT 2009",0
"1708","DAMNIT! i practically missed follow friday ! ",0,"Fri Jun 05 18:48:22 PDT 2009",0
"1709","Doin' laundry... yey.. ",0,"Sun May 17 07:31:43 PDT 2009",0
"1710","@TechBabe I was warned about you flowery language by a friend, that's why I decided to follow you ",4,"Sun Jun 07 13:09:17 PDT 2009",1
"1711","@AudreyMcClellan  Dirty, Sexy Money was cancelled! ",0,"Mon Jun 01 19:00:01 PDT 2009",1
"1712","that was my last pill!! *dance* ",4,"Tue Jun 02 13:05:23 PDT 2009",0
"1713","@BonesFan021 Yeah that too.... Poor Caroline  She would NOT have been happy",0,"Mon Jun 01 17:28:07 PDT 2009",1
"1714","is very happy for Diversity, yay my vote counted for once!  #fb",4,"Sat May 30 15:09:40 PDT 2009",0
"1715","@vonilicious I'm sorry you're hurt ",0,"Tue Jun 02 12:55:58 PDT 2009",1
"1716","Finally on the road, txt me when you wake ",4,"Sun May 31 00:17:49 PDT 2009",0
"1717","@TheMogulMom must be in the air! My blackberry lost ALL it's info yesterday! (thank God it backed itself on my laptop) good luck ",0,"Wed Jun 03 05:01:53 PDT 2009",1
"1718","@edskied44  Thanks love",4,"Sat May 02 22:54:30 PDT 2009",1
"1719","why must I be awake at this untimely hour ",0,"Tue Apr 07 00:13:07 PDT 2009",0
"1720","@MannythePirate The trailer?  I saw it on MTV last night.  And read the book.    Can't wait!",0,"Mon Jun 01 19:45:42 PDT 2009",1
"1721","Lights off! Good night world.. ",4,"Tue Jun 16 08:00:21 PDT 2009",0
"1722","@officialLG yesss you are beautiful! you went into subway in adelaide after your concert omgosh ",0,"Thu Jun 25 07:38:16 PDT 2009",1
"1723","Dug through some cipboards and discovered an oldish polaroid. As expected its broken ",0,"Tue Jun 16 04:15:11 PDT 2009",0
"1724","@markiedee I miss you more !! ",0,"Fri Jun 19 04:37:46 PDT 2009",1
"1725","@shaunjumpnow i love that game...im not very good at it though haha ",4,"Sun Jun 07 04:42:28 PDT 2009",1
"1726","@HedwigN it's song lyrics.   I was with a friend  who in a restaurant picking up  carry out food.  I was sitting and waiting..... ",4,"Sun May 17 07:32:50 PDT 2009",1
"1727","hair cut. Hopefully girls will stop soo woopin on me for the day ",4,"Sat May 30 14:39:43 PDT 2009",0
"1728","I don't have much time and everything lies upstairs or I have to get a new one (like hairspray)  It's a little bit frustrating",0,"Sun May 17 01:19:46 PDT 2009",0
"1729","I have way too much work to do today ",0,"Thu Jun 18 07:57:57 PDT 2009",0
"1730","@erawan1 Thank you, good to know you like Twitoaster! ",4,"Wed Jun 03 08:10:49 PDT 2009",1
"1731","found 2 fave new wines this weekend: 'Boarding Pass' Shiraz (Aus)  and 'The Show' Cab/Sav (CA) Too bad the LCBO doesn't stock it ",0,"Mon Jun 01 11:02:35 PDT 2009",0
"1732","my throat killllls ",0,"Tue Jun 02 08:49:45 PDT 2009",0
"1733","@TrafficDynasty Hi  from France ",4,"Sun Jun 07 07:19:54 PDT 2009",1
"1734","@shelbytastic u let kristy write u sumfin... ",0,"Thu May 14 03:40:51 PDT 2009",1
"1735","@aeoth hehehe, but come on, a &quot;real&quot; potential use for XP mode ",4,"Tue May 26 22:15:11 PDT 2009",1
"1736","@TereHill Ouch! Isn't awful 2 miss Cuban food? Most of us have a genetic intolerance to 3 daily servings of British Fish N'Chips ",4,"Sun Jun 07 06:31:29 PDT 2009",1
